TimeUS,m00,m01,m02,m10,m11,m12,m20,m21,m22
 59193813, 0.9898053, 0.1136275, 0.08587275, -0.1129192, 0.9935181, -0.01307682, -0.08680201, 0.003246818, 0.9962203
 59213805, 0.9897135, 0.1133822, 0.08724494, -0.1126735, 0.9935468, -0.01302157, -0.08815834, 0.003057428, 0.9961019
 59233797, 0.9895769, 0.113441, 0.08870506, -0.1127338, 0.9935408, -0.0129589, -0.08960216, 0.002823765, 0.9959736
 59253789, 0.9894324, 0.1136182, 0.09007993, -0.112904, 0.9935209, -0.01300126, -0.09097347, 0.00269348, 0.9958497
 59273781, 0.9892901, 0.1136947, 0.09153477, -0.1129728, 0.9935124, -0.01304715, -0.09242432, 0.002566479, 0.9957164
 59293773, 0.9891279, 0.1138545, 0.09307621, -0.1131029, 0.993494, -0.01332832, -0.09398813, 0.002656223, 0.9955698
 59313765, 0.9889581, 0.1141769, 0.09447609, -0.1133935, 0.9934566, -0.01363671, -0.09541488, 0.00277316, 0.9954337
 59333757, 0.9887815, 0.1144916, 0.09593192, -0.1136995, 0.9934208, -0.01370132, -0.09686945, 0.002640199, 0.9952937
 59353749, 0.988628, 0.1147138, 0.09723889, -0.1139457, 0.9933962, -0.0134335, -0.09813775, 0.002200776, 0.9951705
 59373741, 0.9884989, 0.1147899, 0.0984543, -0.1140341, 0.993388, -0.01328873, -0.09932873, 0.00190875, 0.9950529
 59393733, 0.9883612, 0.1149205, 0.09967709, -0.1141861, 0.9933735, -0.01306068, -0.1005175, 0.001526932, 0.9949342
 59413725, 0.9882418, 0.1148818, 0.1008978, -0.1141632, 0.9933785, -0.01288635, -0.1017101, 0.00121601, 0.9948134
 59433717, 0.9881278, 0.1147202, 0.1021896, -0.1140034, 0.9933974, -0.01284633, -0.1029886, 0.001043852, 0.9946821
 59453709, 0.9880462, 0.1144448, 0.1032827, -0.1137153, 0.9934291, -0.01294343, -0.1040853, 0.00104389, 0.9945678
 59473701, 0.9879425, 0.1144376, 0.104277, -0.1137116, 0.9934301, -0.01290031, -0.1050682, 0.0008872576, 0.9944647
 59493693, 0.9878218, 0.1146007, 0.1052363, -0.113868, 0.9934113, -0.01296493, -0.1060287, 0.0008239918, 0.9943627
 59513685, 0.987707, 0.1147246, 0.1061761, -0.1139675, 0.9933969, -0.01319133, -0.1069883, 0.000928544, 0.9942598
 59533677, 0.987577, 0.1148417, 0.107252, -0.1140349, 0.993383, -0.01364514, -0.1081094, 0.00124515, 0.9941382
 59553669, 0.9874778, 0.1147654, 0.1082428, -0.1139122, 0.9933914, -0.01405411, -0.1091403, 0.001547961, 0.9940252
 59573661, 0.9873528, 0.1146757, 0.1094717, -0.1137543, 0.993401, -0.01464644, -0.1104289, 0.002008327, 0.993882
 59593653, 0.9872206, 0.1145698, 0.1107673, -0.1135564, 0.9934117, -0.01543583, -0.111806, 0.002660229, 0.9937266
 59613645, 0.9870655, 0.1143409, 0.1123741, -0.1132118, 0.9934355, -0.01639896, -0.1135115, 0.003464767, 0.9935306
 59633637, 0.986892, 0.1140071, 0.1142211, -0.1127557, 0.9934707, -0.01737836, -0.1154566, 0.004271478, 0.9933034
 59653629, 0.9867111, 0.1137139, 0.1160617, -0.1123193, 0.9934998, -0.0185076, -0.1174119, 0.00522568, 0.9930696
 59673621, 0.9865193, 0.1133556, 0.1180262, -0.1118159, 0.9935355, -0.01960753, -0.1194859, 0.006146, 0.9928169
 59693613, 0.9862972, 0.1129583, 0.1202421, -0.1112591, 0.9935743, -0.02077429, -0.1218161, 0.007111597, 0.9925272
 59713605, 0.9860078, 0.1127373, 0.1227962, -0.1108806, 0.9935931, -0.02187232, -0.1244753, 0.007950561, 0.992191
 59733597, 0.9856831, 0.1126294, 0.1254735, -0.1105891, 0.993597, -0.02313176, -0.1272755, 0.008924577, 0.9918274
 59753589, 0.985303, 0.11265, 0.1284049, -0.1104156, 0.9935857, -0.02441196, -0.1303313, 0.009875274, 0.9914213
 59773581, 0.984877, 0.1129018, 0.1314165, -0.110458, 0.9935468, -0.02576317, -0.1334771, 0.01085756, 0.9909924
 59793573, 0.9844226, 0.1133645, 0.1343904, -0.1107282, 0.9934852, -0.02695535, -0.1365706, 0.01165464, 0.9905618
 59813565, 0.9839476, 0.1138741, 0.1374039, -0.1110511, 0.9934183, -0.0280641, -0.1396954, 0.01235474, 0.9901175
 59833557, 0.9834346, 0.1142353, 0.1407371, -0.1112387, 0.9933704, -0.02900438, -0.1431174, 0.0128685, 0.9896221
 59853549, 0.9829525, 0.1144767, 0.143873, -0.1113349, 0.9933382, -0.02972842, -0.1463177, 0.01320354, 0.9891496
 59873541, 0.9824747, 0.1146257, 0.1469838, -0.1113498, 0.9933176, -0.03035272, -0.1494808, 0.01345416, 0.9886732
 59893533, 0.9820096, 0.1147392, 0.1499732, -0.1113635, 0.9933041, -0.03074486, -0.1524967, 0.0134902, 0.988212
 59913525, 0.9815339, 0.1148481, 0.1529744, -0.1113964, 0.9932932, -0.03097584, -0.1555059, 0.01336305, 0.9877446
